806
1246.155 2124.412 227.3393 0
1230.385 2108.672 227.4786 0
1224.765 2103.382 227.525 0
1221.285 2099.802 227.556 0
1216.015 2094.502 227.6019 0
1208.865 2087.572 227.6309 0
1198.175 2077.012 227.6412 0
1191.085 2069.982 227.638 0
1185.765 2064.662 227.6343 0
1182.155 2061.172 227.6409 0
1171.525 2050.642 227.7579 0
1162.585 2041.922 227.8199 0
1151.765 2031.542 227.9249 0
1144.645 2024.552 228.045 0
1137.585 2017.522 228.1641 0
1130.495 2010.322 228.2693 0
1125.225 2005.182 228.3299 0
1121.525 2001.912 228.3487 0
1117.815 1998.702 228.3594 0
1114.055 1995.942 228.3299 0
1110.195 1993.452 228.2659 0
1106.185 1991.462 228.1912 0
1101.955 1989.762 228.1031 0
1097.625 1988.372 228.0037 0
1093.065 1987.402 227.897 0
1088.416 1986.552 227.7867 0
1083.655 1985.972 227.6729 0
1078.825 1985.642 227.5557 0
1073.925 1985.342 227.4376 0
1066.555 1985.102 227.2593 0
1059.135 1985.102 227.0809 0
1046.705 1985.292 226.783 0
1039.285 1985.512 226.6067 0
1031.765 1985.812 226.4285 0
1024.255 1986.182 226.2557 0
1016.785 1986.452 226.0865 0
1011.825 1986.722 225.9915 0
1001.815 1986.862 225.6523 0
996.855 1986.982 225.5 0
992.145 1987.112 225.5 0
983.805 1987.072 225.5 0
975.485 1987.062 225.5 0
959.905 1986.992 225.5 1
946.416 1987.012 225.5 0
921.365 1987.002 225.5 0
914.745 1987.042 225.8854 0
910.875 1987.532 225.9903 0
906.075 1989.252 226.3307 0
901.365 1992.802 226.9266 0
896.725 1998.792 227.7049 0
892.365 2005.142 228.5995 0
887.235 2013.332 229.6783 0
875.985 2031.422 231.9291 0
865.695 2048.222 233.6644 0
855.135 2066.122 235.191 0
841.735 2088.402 236.8539 0
835.605 2097.982 237.2196 0
834.015 2099.832 237.1654 0
832.225 2101.362 237.111 0
830.195 2102.842 237.11 0
828.395 2104.012 237.1363 0
826.435 2105.082 237.1625 0
824.265 2106.032 237.1896 0
821.945 2106.722 237.2165 0
819.505 2107.262 237.2431 0
816.765 2107.542 237.2727 0
808.025 2107.932 236.9997 0
796.105 2108.152 236.1701 0
782.045 2108.162 234.9777 0
767.225 2108.172 233.632 0
752.955 2108.232 232.2504 0
740.485 2108.282 230.8623 0
729.825 2108.322 229.5258 0
720.166 2108.372 228.1433 0
704.815 2108.362 226.0927 0
691.855 2108.422 224.9501 0
682.765 2108.612 224.7167 0
678.645 2108.882 224.7158 0
674.175 2109.442 224.7451 0
670.275 2110.442 224.7915 0
664.705 2112.412 224.8618 0
661.255 2114.582 224.9116 0
656.605 2118.122 225.0019 0
655.055 2119.462 224.7 0
633.735 2137.252 224.7 1
622.705 2146.662 224.7 0
607.135 2159.642 224.7 0
599.645 2164.762 225.0458 0
591.545 2170.092 225.0537 0
587.075 2172.492 225.0722 0
579.215 2176.122 225.1274 0
574.125 2178.022 225.1747 0
568.975 2179.772 225.2294 0
563.666 2181.032 225.2914 0
558.515 2182.212 225.3549 0
553.185 2183.122 225.4238 0
547.785 2183.682 225.4936 0
542.416 2184.042 225.562 0
536.905 2184.042 225.6303 0
531.535 2183.742 225.6923 0
526.155 2183.002 225.748 0
520.825 2182.102 225.7954 0
515.525 2180.882 225.8315 0
510.305 2179.502 225.8559 0
504.885 2177.972 225.8159 0
498.245 2175.532 225.852 0
489.325 2172.272 225.852 0
481.335 2169.462 225.852 0
473.375 2166.592 225.852 0
470.485 2165.522 225.852 0
466.535 2164.072 225.852 0
462.555 2162.652 225.852 0
458.595 2161.192 225.852 0
450.655 2158.382 225.852 0
443.765 2155.852 225.852 0
435.785 2153.012 225.852 0
428.885 2150.492 225.852 0
420.935 2147.702 225.852 0
414.065 2145.212 225.852 0
409.115 2143.402 225.852 0
405.135 2142.002 225.852 0
398.166 2139.482 225.852 0
390.275 2136.622 225.852 0
383.315 2134.172 225.852 0
375.395 2131.262 225.852 0
371.455 2129.842 225.852 0
363.505 2127.002 225.852 0
355.605 2124.082 225.852 0
347.735 2121.302 225.852 0
336.835 2117.372 225.852 0
329.855 2114.842 225.852 0
325.916 2113.422 225.852 0
318.005 2110.562 225.852 0
314.065 2109.202 225.852 0
305.115 2105.942 225.852 0
299.185 2103.792 225.852 0
287.315 2099.562 225.9931 0
275.425 2095.332 225.9931 0
259.025 2089.502 225.9931 0
253.565 2087.462 225.9931 0
244.035 2084.062 225.9931 0
234.635 2080.842 225.8667 0
225.475 2077.682 225.8672 0
216.585 2074.832 225.8667 0
207.666 2071.872 225.8667 0
198.916 2069.112 225.8667 0
190.455 2066.542 225.8667 0
182.245 2063.972 225.8672 0
174.105 2061.662 225.8672 0
166.105 2059.572 225.8672 0
158.175 2057.762 225.8672 0
150.315 2056.002 225.8667 0
142.545 2054.502 225.8672 0
134.805 2053.272 225.8672 0
127.035 2052.382 225.8667 0
119.245 2051.782 225.8667 0
111.345 2051.522 225.8672 0
103.325 2051.432 225.8647 0
91.825 2051.372 225.8649 0
79.525 2051.452 225.8649 0
66.765 2051.482 225.8649 0
53.815 2051.572 225.8649 0
41.015 2051.642 225.8649 0
28.685 2051.592 225.8649 0
18.745 2051.672 225.8649 0
8.5249999999996 2051.682 225.8649 0
-1.6149999999998 2051.652 225.8649 0
-11.565 2051.682 225.9387 0
-21.055 2051.702 225.9513 0
-29.875 2051.702 225.9592 0
-37.885 2051.792 225.9621 0
-44.795 2051.742 225.9617 0
-48.695 2051.702 225.9617 0
-53.215 2051.532 225.9617 0
-58.155 2051.142 225.9622 0
-63.405 2050.682 225.9617 0
-68.775 2049.892 225.9617 0
-74.115 2048.852 225.9622 0
-79.435 2047.592 225.9612 0
-84.515 2045.922 225.9617 0
-88.495 2044.292 225.9622 0
-92.395 2042.302 225.9617 0
-96.195 2040.112 225.9617 0
-99.965 2037.652 225.9622 0
-103.334 2035.052 225.9622 0
-106.565 2032.102 225.9617 0
-109.635 2029.012 225.9622 0
-112.285 2025.612 225.9617 0
-114.685 2022.112 225.9617 0
-116.805 2018.332 225.9607 0
-118.825 2014.252 225.9597 0
-120.515 2010.002 225.9583 0
-122.065 2005.712 225.9563 0
-123.425 2001.192 225.9549 0
-124.555 1996.642 225.9529 0
-125.505 1991.952 225.951 0
-126.445 1986.152 225.9495 0
-127.105 1980.352 225.9485 0
-127.525 1974.652 225.9475 0
-127.755 1969.392 225.9473 0
-127.955 1964.302 225.9478 0
-127.975 1959.532 225.9478 0
-128.035 1955.202 225.9478 0
-128.084 1951.362 225.9478 0
-127.975 1941.282 225.9478 1
-127.985 1932.332 225.9478 0
-127.955 1919.562 225.9478 0
-127.995 1904.362 225.9478 0
-128.035 1883.872 225.9117 0
-128.045 1873.712 225.6554 0
-128.025 1861.762 224.9791 0
-128.035 1852.652 224.2818 0
-128.065 1833.492 222.5123 0
-128.165 1816.052 220.8659 0
-128.125 1804.372 219.8985 0
-128.025 1794.522 219.046 0
-127.945 1777.962 217.2489 0
-127.805 1761.342 215.3468 0
-127.725 1757.802 214.8946 0
-127.395 1754.152 214.4166 0
-126.765 1749.562 213.8617 0
-126.035 1744.082 213.0856 0
-125.525 1739.672 212.5159 0
-125.235 1733.952 211.858 0
-125.175 1726.072 210.5986 4
-125.235 1702.862 207.33684 4
-125.285 1671.602 202.94362 4
-125.215 1644.262 199.101151 4
-125.265 1628.632 197.12502 4
-125.245 1608.932 196.09677 4
-125.175 1597.882 196.09677 4
-123.055 1589.352 196.09677 4
-119.935 1580.762 196.09677 4
-114.015 1568.802 196.09665 4
-109.435 1562.242 196.09665 4
-104.395 1556.502 196.09665 4
-98.035 1550.162 196.09665 4
-89.055 1543.762 196.09665 4
-79.145 1538.692 196.09677 4
